claim_id,age,vehicle_age,claim_amount,accident_type,previous_claims,police_report,witness_present,garage_type,days_to_claim,fraud
CLM2305,27,10,14682,Natural Disaster,4,1,0,Authorized,25,0
CLM2306,54,11,493929,Theft,3,1,1,Local,13,1
CLM2307,62,1,200229,Theft,1,1,1,Authorized,12,1
CLM2308,66,4,183595,Natural Disaster,4,1,1,Authorized,47,0
CLM2309,53,1,90057,Collision,4,0,0,Authorized,48,1
CLM2310,29,11,217820,Natural Disaster,1,1,1,Local,21,0
CLM2311,32,9,12306,Natural Disaster,2,1,0,Authorized,17,0
CLM2312,35,15,211452,Theft,2,1,0,Local,13,1
CLM2313,41,14,296545,Collision,0,0,0,Authorized,51,1
CLM2314,58,11,328913,Fire,4,1,1,Authorized,33,0
CLM2315,55,14,275140,Theft,0,0,0,Local,32,1
CLM2316,21,14,431989,Theft,4,1,1,Local,39,0
CLM2317,59,14,332949,Natural Disaster,4,1,0,Local,4,0
CLM2318,60,5,425602,Natural Disaster,0,1,1,Local,33,1
CLM2319,54,2,160605,Collision,0,0,1,Authorized,47,0
CLM2320,24,15,283778,Natural Disaster,3,0,0,Local,17,1
CLM2321,53,11,362097,Fire,2,0,1,Authorized,59,0
CLM2322,66,6,177599,Theft,0,1,1,Local,18,0
CLM2323,40,7,383907,Theft,3,0,0,Authorized,17,0
CLM2324,36,13,55037,Natural Disaster,2,1,0,Authorized,32,0
CLM2325,20,12,346487,Natural Disaster,3,0,0,Authorized,2,0
CLM2326,69,2,203307,Fire,1,0,0,Local,5,1
CLM2327,51,9,498562,Natural Disaster,1,0,1,Authorized,60,0
CLM2328,34,1,499188,Collision,0,0,0,Authorized,9,1
CLM2329,33,8,171091,Collision,4,0,0,Local,27,1
CLM2330,35,2,447192,Theft,5,0,1,Local,21,0
CLM2331,70,6,135049,Collision,4,1,1,Local,25,0
CLM2332,44,2,196600,Natural Disaster,3,0,1,Authorized,25,1
CLM2333,64,3,160642,Theft,1,1,1,Local,36,0
CLM2334,66,8,368262,Collision,1,1,1,Authorized,15,0
CLM2335,22,4,282087,Natural Disaster,4,0,0,Authorized,50,0
CLM2336,19,13,105569,Natural Disaster,2,0,0,Local,47,1
CLM2337,32,4,246281,Theft,0,0,1,Authorized,5,1
CLM2338,26,12,331170,Natural Disaster,2,0,1,Authorized,28,1
CLM2339,29,4,315444,Theft,2,0,0,Local,9,0
CLM2340,18,13,485626,Collision,3,1,0,Authorized,19,0
CLM2341,47,9,164041,Fire,0,1,1,Authorized,47,0
CLM2342,41,8,358665,Natural Disaster,1,0,0,Local,40,1
CLM2343,52,8,388945,Natural Disaster,3,1,0,Authorized,34,0
CLM2344,57,15,262067,Theft,1,1,1,Local,56,0
CLM2345,59,14,91071,Theft,3,0,1,Local,9,1
CLM2346,65,2,316004,Collision,4,0,0,Authorized,59,1
CLM2347,38,6,453896,Theft,5,1,0,Local,23,1
CLM2348,28,15,303101,Fire,5,0,0,Authorized,40,0
CLM2349,58,7,132442,Theft,4,1,1,Authorized,58,0
CLM2350,55,2,125172,Theft,2,1,1,Authorized,1,1
CLM2351,40,7,489974,Natural Disaster,3,1,1,Local,9,0
CLM2352,31,15,365365,Theft,1,1,0,Authorized,16,1
CLM2353,39,9,85859,Theft,2,0,1,Local,16,0
CLM2354,67,13,235898,Fire,4,0,0,Local,50,1
CLM2355,31,12,74757,Natural Disaster,4,0,0,Local,22,0
CLM2356,67,11,374952,Fire,4,0,0,Local,27,1
CLM2357,70,3,402714,Collision,4,0,0,Local,48,0
CLM2358,65,12,172186,Collision,3,1,1,Local,52,0
CLM2359,35,11,337377,Theft,4,1,1,Authorized,51,1
CLM2360,24,0,342081,Collision,4,1,1,Local,6,0
CLM2361,39,0,441298,Natural Disaster,5,1,1,Local,58,0
CLM2362,43,14,17529,Theft,5,1,0,Authorized,25,0
CLM2363,33,13,293093,Fire,3,0,1,Authorized,35,1
CLM2364,54,1,452120,Fire,3,1,1,Local,18,0
CLM2365,33,2,167883,Theft,1,0,1,Local,51,1
CLM2366,49,5,308731,Natural Disaster,2,0,1,Authorized,26,0
CLM2367,68,4,193403,Theft,4,1,1,Authorized,50,1
CLM2368,51,8,423296,Collision,4,0,0,Authorized,36,0
CLM2369,20,6,126773,Natural Disaster,4,1,1,Local,30,0
CLM2370,61,7,19684,Theft,0,1,1,Authorized,11,0
CLM2371,20,9,178685,Theft,0,1,1,Authorized,30,0
CLM2372,18,15,416856,Natural Disaster,3,0,1,Local,0,0
CLM2373,36,7,417141,Collision,3,0,1,Local,9,0
CLM2374,21,0,89053,Theft,2,0,0,Local,45,1
CLM2375,18,7,221754,Collision,4,1,1,Authorized,39,1
CLM2376,42,5,264505,Collision,5,1,0,Local,34,0
CLM2377,32,15,94720,Collision,4,0,1,Local,19,0
CLM2378,21,5,318676,Fire,1,0,0,Local,42,0
CLM2379,59,1,229380,Collision,4,0,1,Local,12,0
CLM2380,32,15,435116,Fire,1,0,0,Authorized,22,0
CLM2381,44,5,130218,Natural Disaster,2,0,1,Local,20,0
CLM2382,26,8,487984,Natural Disaster,2,1,1,Authorized,16,0
CLM2383,70,10,346944,Natural Disaster,5,0,0,Authorized,3,1
CLM2384,38,15,57863,Theft,1,0,1,Local,31,0
CLM2385,58,7,473477,Theft,2,0,0,Authorized,22,0
CLM2386,27,10,208347,Natural Disaster,4,0,1,Local,16,0
CLM2387,31,9,36609,Natural Disaster,0,1,0,Authorized,40,0
CLM2388,37,4,36137,Natural Disaster,5,0,1,Authorized,40,0
CLM2389,58,6,468777,Fire,2,1,1,Local,52,1
CLM2390,50,15,400760,Theft,5,1,1,Authorized,2,0
CLM2391,44,7,139541,Fire,2,1,1,Local,49,0
CLM2392,43,15,278948,Fire,1,1,1,Authorized,17,1
CLM2393,33,1,331240,Theft,0,1,0,Local,2,0
CLM2394,69,12,139533,Collision,4,0,0,Local,58,0
CLM2395,35,3,70859,Collision,2,1,1,Authorized,10,1
CLM2396,41,10,158485,Theft,0,0,1,Authorized,26,1
CLM2397,38,13,465972,Theft,2,0,1,Local,12,0
CLM2398,43,12,333849,Collision,0,1,0,Authorized,32,1
CLM2399,24,2,86453,Collision,5,1,1,Local,54,0
CLM2400,55,2,161902,Collision,5,0,1,Local,4,1
CLM2401,43,2,138070,Theft,5,1,1,Authorized,23,1
CLM2402,53,13,400376,Theft,5,1,1,Local,2,1
CLM2403,40,7,491610,Natural Disaster,3,0,0,Authorized,3,0
CLM2404,45,11,83645,Natural Disaster,2,1,0,Local,12,1
CLM2405,36,9,58043,Natural Disaster,5,1,0,Local,37,1
CLM2406,49,5,131680,Collision,2,0,1,Local,38,1
CLM2407,65,11,221187,Natural Disaster,3,0,1,Authorized,55,0
CLM2408,46,5,465875,Fire,2,1,0,Local,37,1
CLM2409,65,7,351695,Collision,3,0,1,Local,35,0
CLM2410,57,15,247389,Collision,5,1,1,Authorized,5,0
CLM2411,57,0,389286,Theft,4,1,0,Authorized,57,1
CLM2412,67,1,322293,Collision,0,1,0,Authorized,6,0
CLM2413,46,6,220241,Collision,0,1,0,Authorized,15,0
CLM2414,52,10,147727,Theft,4,1,1,Authorized,42,0
CLM2415,69,11,412452,Natural Disaster,1,0,1,Local,57,1
CLM2416,32,12,64838,Collision,2,0,1,Local,26,1
CLM2417,28,7,311149,Theft,3,1,0,Local,16,1
CLM2418,39,2,279166,Natural Disaster,3,1,0,Local,42,1
CLM2419,70,14,237000,Theft,1,0,1,Local,9,1
CLM2420,30,9,387384,Fire,3,1,0,Authorized,53,0
CLM2421,52,1,55104,Natural Disaster,0,0,1,Authorized,2,0
CLM2422,37,1,322520,Fire,1,0,0,Local,57,0
CLM2423,51,0,459312,Theft,4,0,1,Local,0,1
CLM2424,21,3,294311,Collision,4,0,1,Authorized,45,0
CLM2425,62,11,444940,Collision,0,1,1,Authorized,44,0
CLM2426,59,2,429331,Collision,4,0,0,Local,46,0
CLM2427,54,7,125612,Theft,4,1,0,Local,45,0
CLM2428,37,15,281466,Collision,1,1,0,Local,20,0
CLM2429,58,6,226178,Collision,0,1,0,Authorized,16,0
CLM2430,34,13,385938,Fire,4,0,1,Authorized,47,0
CLM2431,19,10,226724,Fire,2,0,1,Local,23,0
CLM2432,52,1,197108,Collision,4,1,0,Local,18,1
CLM2433,67,8,218826,Fire,1,0,0,Local,47,0
CLM2434,26,11,487866,Collision,1,1,1,Local,32,1
CLM2435,62,6,191640,Collision,2,1,1,Local,27,0
CLM2436,19,15,317189,Collision,5,0,0,Authorized,59,0
CLM2437,42,13,270891,Theft,2,0,0,Authorized,53,0
CLM2438,52,3,349113,Collision,3,1,1,Authorized,4,1
CLM2439,20,5,180220,Natural Disaster,0,1,1,Local,27,0
CLM2440,51,13,362285,Natural Disaster,4,1,1,Local,60,1
CLM2441,34,2,450855,Collision,1,0,0,Local,15,1
CLM2442,44,14,27655,Theft,3,1,0,Authorized,15,1
CLM2443,19,15,392896,Collision,2,0,0,Authorized,6,0
CLM2444,32,7,62930,Theft,3,1,0,Authorized,25,0
CLM2445,49,14,389666,Natural Disaster,3,1,0,Local,47,0
CLM2446,67,8,132585,Collision,4,0,1,Authorized,9,1
CLM2447,23,2,244173,Collision,5,0,0,Local,46,1
CLM2448,55,0,107998,Fire,4,0,1,Authorized,56,0
CLM2449,23,11,284820,Theft,5,1,1,Authorized,22,1
CLM2450,51,10,45972,Fire,3,1,1,Authorized,45,1
CLM2451,28,7,256168,Theft,5,1,0,Authorized,40,1
CLM2452,61,6,197630,Natural Disaster,4,1,1,Authorized,30,1
CLM2453,36,9,329696,Theft,5,0,1,Authorized,55,0
CLM2454,66,13,124541,Collision,0,1,1,Local,4,1
CLM2455,43,1,106342,Theft,4,0,1,Authorized,31,0
CLM2456,66,1,227464,Fire,0,1,1,Authorized,50,0
CLM2457,42,15,210120,Natural Disaster,4,0,1,Authorized,43,0
CLM2458,67,7,80873,Natural Disaster,1,1,1,Authorized,16,1
CLM2459,42,4,13304,Theft,1,0,0,Authorized,7,1
CLM2460,44,14,41930,Fire,2,1,1,Local,37,0
CLM2461,60,8,280650,Theft,4,1,0,Authorized,33,1
CLM2462,54,12,375763,Fire,2,1,1,Authorized,44,1
CLM2463,21,7,376241,Natural Disaster,0,1,1,Local,55,1
CLM2464,53,1,235787,Collision,3,1,1,Authorized,17,1
CLM2465,44,14,291930,Theft,1,1,0,Local,59,0
CLM2466,52,7,247211,Theft,2,1,0,Authorized,45,0
CLM2467,21,4,233913,Theft,0,1,0,Local,51,1
CLM2468,58,12,285157,Fire,4,1,1,Authorized,13,0
CLM2469,68,0,414968,Natural Disaster,0,1,1,Local,1,1
CLM2470,59,15,35817,Collision,5,0,1,Local,6,0
CLM2471,36,12,20968,Natural Disaster,0,0,1,Authorized,22,1
CLM2472,43,6,217316,Theft,5,1,1,Authorized,56,1
CLM2473,33,8,324203,Theft,3,0,0,Local,59,1
CLM2474,54,0,324924,Theft,0,0,0,Authorized,19,1
CLM2475,48,9,304144,Natural Disaster,2,1,0,Local,22,1
CLM2476,28,5,103424,Fire,3,0,0,Local,58,0
CLM2477,38,5,22963,Theft,3,1,1,Local,3,0
CLM2478,45,2,468517,Theft,2,0,1,Authorized,35,1
CLM2479,30,12,449015,Collision,4,1,0,Local,30,0
CLM2480,27,10,325453,Collision,3,0,1,Authorized,20,0
CLM2481,23,7,68065,Theft,5,1,1,Local,59,0
CLM2482,30,1,338638,Fire,4,0,1,Local,6,1
CLM2483,31,3,393682,Collision,1,1,0,Authorized,53,0
CLM2484,51,5,42037,Fire,4,0,0,Authorized,43,0
CLM2485,33,4,146634,Theft,4,1,0,Authorized,34,1
CLM2486,64,6,428466,Fire,1,0,1,Local,15,1
CLM2487,68,5,297385,Theft,1,0,0,Authorized,15,0
CLM2488,27,8,222502,Natural Disaster,0,0,1,Authorized,17,1
CLM2489,54,11,188150,Theft,0,1,1,Local,23,0
CLM2490,18,12,413839,Collision,0,1,0,Local,20,1
CLM2491,28,6,53323,Theft,2,1,1,Authorized,28,1
CLM2492,29,2,6112,Fire,4,1,0,Local,58,1
CLM2493,43,1,454758,Fire,3,0,0,Authorized,49,1
CLM2494,60,0,386027,Theft,0,1,1,Local,53,0
CLM2495,35,1,194216,Fire,0,1,1,Authorized,3,0
CLM2496,60,10,211790,Natural Disaster,4,0,1,Local,6,1
CLM2497,68,4,83433,Natural Disaster,2,1,1,Local,52,1
CLM2498,70,13,440250,Natural Disaster,4,1,0,Local,36,1
CLM2499,59,9,313843,Fire,2,1,0,Local,48,1
CLM2500,48,8,112107,Collision,1,1,1,Local,4,0
CLM2501,59,7,37849,Natural Disaster,3,0,0,Authorized,30,0
CLM2502,45,5,406869,Theft,3,1,0,Local,11,1
CLM2503,69,7,73445,Collision,0,0,0,Local,11,1
CLM2504,28,6,287967,Fire,3,0,0,Local,37,1
CLM2505,42,3,70352,Theft,4,0,0,Authorized,57,1
CLM2506,65,7,19768,Natural Disaster,2,0,1,Authorized,29,1
CLM2507,56,3,474649,Theft,1,1,1,Authorized,5,1
CLM2508,26,8,112893,Theft,2,1,0,Local,28,0
CLM2509,23,1,327037,Fire,5,0,1,Authorized,54,0
CLM2510,52,8,262277,Theft,0,0,1,Authorized,41,1
CLM2511,66,11,496360,Collision,5,0,0,Authorized,54,1
CLM2512,64,15,26126,Collision,3,0,1,Authorized,39,1
CLM2513,37,11,142880,Natural Disaster,2,1,0,Local,24,0
CLM2514,31,13,235519,Theft,4,1,1,Authorized,18,1
CLM2515,23,3,331885,Theft,0,1,1,Authorized,34,1
CLM2516,51,3,487525,Collision,2,1,1,Local,6,0
CLM2517,66,15,362058,Collision,5,0,0,Local,17,0
CLM2518,20,0,284422,Collision,0,0,1,Local,4,0
CLM2519,19,2,371240,Theft,4,1,0,Local,8,0
CLM2520,39,13,192494,Collision,4,0,0,Authorized,50,1
CLM2521,51,11,94303,Theft,2,1,1,Authorized,33,1
CLM2522,46,6,367356,Natural Disaster,1,1,1,Authorized,13,1
CLM2523,52,12,353146,Fire,3,0,0,Authorized,54,1
CLM2524,50,5,251510,Theft,5,1,1,Authorized,58,0
CLM2525,41,12,61803,Natural Disaster,0,0,0,Local,52,1
CLM2526,32,2,213094,Theft,1,1,0,Local,4,0
CLM2527,36,4,418094,Theft,4,0,0,Authorized,8,0
CLM2528,37,9,260624,Natural Disaster,2,1,1,Local,32,0
CLM2529,22,4,439132,Collision,4,1,0,Authorized,14,0
CLM2530,18,15,105790,Collision,4,0,0,Authorized,34,0
CLM2531,25,15,211259,Collision,1,0,0,Local,17,1
CLM2532,69,1,298096,Fire,3,1,0,Local,26,1
CLM2533,56,11,155681,Theft,3,1,0,Local,10,0
CLM2534,58,11,49897,Fire,4,0,1,Local,36,0
CLM2535,64,9,242932,Natural Disaster,1,1,0,Authorized,13,1
CLM2536,34,5,449388,Fire,1,1,1,Authorized,35,0
CLM2537,55,13,451612,Theft,0,1,1,Local,55,1
CLM2538,21,7,126251,Natural Disaster,5,1,0,Authorized,20,1
CLM2539,35,3,489027,Fire,1,1,1,Local,48,1
CLM2540,47,2,260143,Theft,1,1,1,Local,2,1
CLM2541,20,2,124861,Theft,1,0,0,Authorized,4,0
CLM2542,64,6,173553,Theft,4,0,0,Authorized,25,1
CLM2543,47,14,436563,Natural Disaster,3,1,0,Local,54,1
CLM2544,45,14,430278,Natural Disaster,5,0,1,Authorized,7,1
CLM2545,70,7,39281,Theft,3,1,1,Authorized,7,1
CLM2546,48,4,375967,Theft,0,0,1,Authorized,14,0
CLM2547,40,11,436376,Fire,3,1,1,Authorized,38,1
CLM2548,66,10,417075,Theft,2,1,1,Local,55,0
CLM2549,28,1,304647,Natural Disaster,5,1,1,Local,47,0
CLM2550,41,10,128151,Theft,0,1,0,Authorized,60,1
CLM2551,38,4,2241,Theft,1,1,0,Local,48,0
CLM2552,43,13,111371,Fire,2,0,0,Local,12,0
CLM2553,49,4,191465,Fire,3,0,0,Authorized,52,1
CLM2554,51,6,397569,Collision,1,1,1,Local,42,0
CLM2555,21,12,202352,Theft,3,1,0,Local,41,1
CLM2556,45,4,179910,Theft,0,1,1,Local,29,1
CLM2557,33,2,325038,Natural Disaster,0,0,0,Authorized,54,0
CLM2558,68,9,62564,Fire,2,0,1,Local,32,0
CLM2559,63,12,16682,Theft,0,0,0,Local,32,1
CLM2560,59,2,76397,Theft,0,1,0,Authorized,44,1
CLM2561,65,2,237095,Fire,0,1,0,Local,22,1
CLM2562,53,14,402311,Theft,4,0,0,Authorized,44,0
CLM2563,65,2,182731,Theft,2,0,1,Authorized,36,0
CLM2564,24,14,43382,Collision,2,0,1,Local,55,1
CLM2565,36,3,187251,Natural Disaster,0,0,0,Local,16,1
CLM2566,62,11,214611,Theft,5,0,1,Authorized,21,0
CLM2567,37,5,207873,Collision,4,1,1,Local,27,1
CLM2568,44,2,89989,Collision,3,0,1,Authorized,30,0
CLM2569,65,11,233124,Theft,4,0,1,Local,48,1
CLM2570,22,5,249596,Theft,1,0,0,Local,15,1
CLM2571,24,8,350370,Collision,0,1,0,Local,23,1
CLM2572,23,3,397623,Fire,3,0,0,Local,54,1
CLM2573,45,6,319154,Theft,2,1,0,Authorized,53,1
CLM2574,21,0,349287,Fire,1,1,1,Authorized,4,0
CLM2575,28,3,107821,Theft,1,1,0,Authorized,53,1
CLM2576,69,13,427897,Theft,3,1,1,Authorized,39,1
CLM2577,22,14,204708,Theft,4,0,1,Authorized,43,0
CLM2578,32,2,250399,Collision,0,1,1,Authorized,43,0
CLM2579,52,2,419126,Theft,3,0,1,Local,42,1
CLM2580,56,12,334924,Natural Disaster,0,1,1,Authorized,54,1
CLM2581,65,8,274745,Natural Disaster,0,0,0,Local,49,1
CLM2582,55,11,264051,Fire,4,0,1,Local,52,1
CLM2583,43,14,359390,Fire,2,1,0,Local,16,0
CLM2584,56,14,260624,Theft,4,1,0,Local,0,1
CLM2585,54,7,421955,Fire,5,0,1,Local,33,1
CLM2586,44,5,254812,Fire,5,0,0,Local,57,1
CLM2587,26,10,177954,Natural Disaster,0,1,1,Local,5,0
CLM2588,62,15,54974,Theft,5,0,0,Local,43,1
CLM2589,44,3,377622,Collision,1,1,0,Authorized,5,0
CLM2590,49,9,25149,Natural Disaster,1,0,0,Authorized,52,0
CLM2591,57,14,283779,Theft,5,1,0,Local,37,1
CLM2592,39,12,22012,Fire,4,1,1,Authorized,4,1
CLM2593,37,8,427481,Fire,1,1,0,Local,33,1
CLM2594,44,0,62287,Theft,5,0,1,Authorized,20,1
CLM2595,59,0,479170,Collision,1,0,0,Authorized,28,0
CLM2596,70,10,423242,Theft,2,1,0,Authorized,57,1
CLM2597,61,1,45634,Collision,3,0,0,Authorized,10,0
CLM2598,52,15,161652,Fire,0,1,1,Authorized,48,1
CLM2599,58,9,480356,Fire,0,0,0,Local,54,1
CLM2600,18,7,110482,Natural Disaster,0,0,1,Local,26,1
CLM2601,37,9,443558,Fire,1,1,1,Local,25,0
CLM2602,68,2,458638,Collision,3,0,1,Local,36,1
CLM2603,57,8,268174,Natural Disaster,0,1,0,Authorized,46,0
CLM2604,29,15,163219,Natural Disaster,4,1,1,Local,22,1
CLM2605,27,14,331578,Fire,2,1,0,Authorized,14,0
CLM2606,32,0,397463,Collision,2,1,0,Authorized,14,0
CLM2607,56,7,103682,Collision,2,0,0,Local,42,0
CLM2608,56,14,343368,Fire,1,0,0,Local,5,1
CLM2609,60,15,67724,Collision,1,0,0,Authorized,46,0
CLM2610,53,4,143255,Natural Disaster,0,0,1,Authorized,6,1
CLM2611,41,3,460018,Natural Disaster,4,1,0,Authorized,39,0
CLM2612,26,2,180044,Collision,5,0,1,Authorized,44,1
CLM2613,66,14,233083,Fire,4,1,1,Authorized,26,1
CLM2614,62,10,129940,Theft,2,0,1,Local,23,1
CLM2615,37,5,7636,Collision,0,1,0,Authorized,5,1
CLM2616,62,10,204452,Collision,4,1,0,Local,33,1
CLM2617,52,4,189967,Fire,0,1,0,Local,22,1
CLM2618,63,9,217733,Collision,3,0,1,Local,24,1
CLM2619,60,8,264872,Collision,3,1,0,Local,39,1
CLM2620,36,11,415833,Collision,3,1,0,Local,50,1
CLM2621,44,15,400418,Theft,5,1,0,Local,28,0
CLM2622,49,5,212720,Natural Disaster,4,1,1,Authorized,56,0
CLM2623,23,1,265448,Natural Disaster,1,0,1,Local,26,1
CLM2624,64,15,26477,Natural Disaster,0,1,1,Local,19,0
CLM2625,36,3,402872,Collision,1,0,1,Authorized,59,1
CLM2626,24,8,472201,Fire,1,1,1,Local,34,1
CLM2627,65,14,214780,Theft,2,1,1,Local,18,1
CLM2628,59,4,377378,Collision,2,0,1,Local,2,1
CLM2629,51,14,142031,Fire,2,0,0,Authorized,25,0
CLM2630,52,3,77253,Theft,3,1,1,Local,36,1
CLM2631,68,7,373296,Natural Disaster,0,0,0,Authorized,25,1
CLM2632,23,5,486054,Collision,4,1,0,Authorized,50,0
CLM2633,63,1,408772,Collision,0,0,0,Local,33,0
CLM2634,50,2,367442,Theft,3,1,0,Local,45,1
CLM2635,54,0,228084,Theft,5,1,1,Local,54,1
CLM2636,49,11,3206,Fire,3,0,1,Local,53,1
CLM2637,24,5,324036,Fire,4,0,1,Authorized,55,0
CLM2638,58,9,465908,Fire,1,0,0,Authorized,37,1
CLM2639,18,0,20507,Collision,5,1,1,Authorized,60,1
CLM2640,62,15,410842,Natural Disaster,0,0,1,Authorized,29,1
CLM2641,70,10,410327,Theft,3,1,1,Authorized,40,0
CLM2642,33,0,345244,Collision,5,0,1,Local,32,1
CLM2643,49,15,261660,Natural Disaster,4,1,1,Authorized,26,0
CLM2644,19,1,276552,Fire,5,1,1,Authorized,22,0
CLM2645,23,13,128908,Natural Disaster,4,1,1,Local,35,1
CLM2646,55,6,84567,Fire,1,1,1,Local,53,1
CLM2647,22,5,467043,Theft,0,1,1,Authorized,23,0
CLM2648,26,11,316841,Theft,0,1,0,Authorized,40,1
CLM2649,52,4,454198,Natural Disaster,1,1,0,Local,55,0
CLM2650,51,8,328811,Theft,2,0,1,Local,24,1
CLM2651,42,12,288828,Fire,5,1,0,Local,4,0
CLM2652,62,15,148478,Collision,0,0,0,Authorized,30,0
CLM2653,25,3,297412,Theft,0,0,1,Authorized,15,1
CLM2654,63,9,233147,Collision,4,0,0,Authorized,53,0
CLM2655,61,4,32218,Collision,3,1,1,Authorized,31,1
CLM2656,53,8,397728,Fire,5,0,0,Local,50,0
CLM2657,54,5,407175,Theft,5,1,1,Local,47,0
CLM2658,23,6,21946,Collision,3,1,1,Local,42,0
CLM2659,64,0,120185,Fire,5,1,0,Authorized,29,0
CLM2660,20,7,171526,Fire,3,0,0,Local,5,1
CLM2661,52,11,115706,Fire,0,0,0,Authorized,40,1
CLM2662,42,15,218190,Collision,3,0,0,Local,43,0
CLM2663,69,5,464273,Collision,3,0,1,Authorized,37,0
CLM2664,20,12,407251,Theft,2,1,1,Local,13,1
CLM2665,29,15,131062,Natural Disaster,5,1,0,Authorized,3,0
CLM2666,52,3,177813,Fire,0,0,1,Authorized,55,0
CLM2667,50,5,216954,Fire,2,0,1,Authorized,38,0
CLM2668,50,1,335307,Fire,3,0,1,Authorized,54,0
CLM2669,50,10,185051,Collision,0,1,1,Local,30,0
CLM2670,68,1,6199,Theft,0,1,1,Authorized,35,0
CLM2671,59,10,199754,Theft,5,1,0,Local,38,1
CLM2672,51,1,297602,Theft,1,0,1,Local,49,0
CLM2673,66,10,432857,Collision,2,1,0,Local,33,0
CLM2674,69,2,450901,Theft,4,0,0,Local,52,1
CLM2675,68,10,57400,Natural Disaster,3,1,0,Authorized,13,1
CLM2676,60,15,450561,Natural Disaster,0,0,1,Local,30,0
CLM2677,59,12,312486,Natural Disaster,5,0,1,Local,3,1
CLM2678,59,8,78497,Collision,1,1,1,Local,50,0
CLM2679,18,5,212821,Fire,3,0,0,Authorized,44,0
CLM2680,25,1,403445,Theft,0,0,1,Authorized,5,0
CLM2681,24,1,2150,Natural Disaster,1,1,0,Local,39,0
CLM2682,66,9,72471,Collision,3,1,0,Local,51,0
CLM2683,56,4,482572,Natural Disaster,5,0,1,Local,47,0
CLM2684,21,0,314743,Theft,1,0,1,Authorized,15,0
CLM2685,61,2,348126,Fire,2,1,0,Authorized,23,1
CLM2686,61,13,404501,Fire,3,0,0,Authorized,46,0
CLM2687,26,0,153024,Theft,1,0,0,Authorized,49,1
CLM2688,30,15,321901,Natural Disaster,3,0,1,Authorized,36,1
CLM2689,36,13,184576,Fire,0,1,1,Authorized,54,0
CLM2690,18,7,78154,Collision,1,1,1,Authorized,58,1
CLM2691,54,5,268925,Natural Disaster,1,1,1,Local,0,1
CLM2692,64,1,345312,Theft,1,0,1,Local,56,1
CLM2693,63,15,411131,Theft,3,0,1,Authorized,42,0
CLM2694,42,12,170783,Theft,1,0,0,Authorized,52,0
CLM2695,50,5,194721,Collision,4,1,1,Local,28,0
CLM2696,33,8,296737,Fire,0,0,0,Local,25,1
CLM2697,63,10,95002,Theft,4,0,1,Authorized,50,0
CLM2698,50,1,43550,Fire,1,1,0,Local,57,0
CLM2699,38,3,367707,Collision,2,0,0,Local,9,1
CLM2700,18,3,474043,Collision,5,1,1,Local,51,0
CLM2701,63,11,88776,Fire,1,1,1,Authorized,3,1
CLM2702,23,8,107447,Theft,2,0,1,Authorized,56,1
CLM2703,67,0,440979,Natural Disaster,3,0,1,Authorized,25,1
CLM2704,40,8,275033,Theft,1,1,1,Local,8,0
CLM2705,68,7,431188,Fire,5,1,0,Authorized,9,0
CLM2706,43,3,81711,Fire,5,0,1,Local,38,1
CLM2707,34,6,384282,Theft,0,0,1,Authorized,36,0
CLM2708,34,10,376009,Collision,5,0,0,Authorized,17,1
CLM2709,56,7,205639,Fire,1,0,1,Local,39,1
CLM2710,53,6,68465,Natural Disaster,5,1,0,Authorized,57,0
CLM2711,36,10,84862,Theft,0,0,1,Local,40,0
CLM2712,64,9,27783,Natural Disaster,1,1,1,Local,15,1
CLM2713,61,10,238230,Collision,1,1,1,Authorized,50,0
CLM2714,62,13,142344,Natural Disaster,1,1,0,Authorized,26,1
CLM2715,64,4,228583,Collision,4,1,0,Local,46,1
CLM2716,49,12,75274,Natural Disaster,0,1,0,Authorized,44,0
CLM2717,46,7,202195,Theft,4,0,0,Authorized,58,1
CLM2718,54,14,14411,Theft,0,1,0,Authorized,59,0
CLM2719,39,13,371939,Fire,4,1,1,Authorized,45,1
CLM2720,47,11,420366,Natural Disaster,3,1,0,Local,19,1
CLM2721,65,2,185180,Theft,4,1,0,Authorized,12,1
CLM2722,58,10,254438,Natural Disaster,1,1,0,Authorized,52,1
CLM2723,35,12,350926,Natural Disaster,1,1,1,Authorized,5,1
CLM2724,53,5,167052,Natural Disaster,5,1,1,Authorized,46,0
CLM2725,21,8,206665,Fire,2,1,1,Local,8,1
CLM2726,61,5,51634,Fire,2,0,1,Authorized,26,1
CLM2727,38,13,405207,Natural Disaster,2,0,1,Authorized,32,1
CLM2728,32,2,465825,Collision,2,1,1,Authorized,30,0
CLM2729,50,3,207278,Fire,1,1,0,Authorized,43,0
CLM2730,39,6,406771,Collision,4,1,0,Authorized,9,1
CLM2731,51,1,255840,Fire,5,0,0,Authorized,59,1
CLM2732,29,9,225940,Collision,2,1,1,Authorized,60,0
CLM2733,31,4,464929,Natural Disaster,0,0,0,Authorized,46,1
CLM2734,40,3,374812,Collision,1,1,0,Authorized,52,0
CLM2735,61,0,221830,Collision,4,0,0,Authorized,27,1
CLM2736,58,11,66829,Theft,2,0,1,Local,25,0
CLM2737,38,9,185096,Collision,5,1,0,Local,58,0
CLM2738,30,2,130719,Theft,3,0,1,Local,50,1
CLM2739,26,4,22517,Collision,4,0,1,Authorized,22,0
CLM2740,39,9,125072,Theft,1,1,1,Local,0,1
